filename,label,top,left,width,height
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme12/Right/001936-R.jpg,rear,326,213,94,100
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme12/Right/001936-R.jpg,rear,373,337,30,23
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme12/Right/001936-R.jpg,rear,340,392,33,47
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme12/Right/002136-R.jpg,rear,301,47,183,157
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme12/Right/002136-R.jpg,rear,319,377,65,91
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme12/Right/002136-R.jpg,rear,356,306,49,52
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme12/Right/007170-R.jpg,rear,308,536,112,104
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme12/Right/007170-R.jpg,rear,365,431,40,36
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme12/Right/007956-R.jpg,rear,338,465,42,50
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme12/Right/007956-R.jpg,rear,370,440,30,26
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme12/Right/007956-R.jpg,rear,362,392,41,38
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme12/Right/007956-R.jpg,rear,369,581,62,43
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme12/Right/013171-R.jpg,rear,276,345,95,153
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme12/Right/013171-R.jpg,rear,370,350,123,106
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme12/Right/013171-R.jpg,rear,282,457,122,137
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme12/Right/013171-R.jpg,rear,368,258,59,47
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme12/Right/013171-R.jpg,rear,373,-16,161,159
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme12/Right/013614-R.jpg,rear,354,-14,192,139
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme12/Right/013614-R.jpg,rear,345,266,65,68
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme12/Right/013614-R.jpg,rear,372,377,84,71
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme12/Right/013614-R.jpg,rear,281,359,88,138
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme12/Right/013614-R.jpg,rear,367,328,35,36
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme12/Right/013614-R.jpg,rear,288,479,135,144
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme12/Right/013614-R.jpg,rear,332,448,49,68
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme12/Right/013614-R.jpg,rear,344,741,435,312
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme12/Right/016659-R.jpg,rear,353,26,159,116
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme12/Right/016659-R.jpg,rear,373,224,57,54
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme12/Right/016659-R.jpg,rear,-36,256,597,627
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme12/Right/017021-R.jpg,rear,362,-1,184,123
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme12/Right/017021-R.jpg,rear,109,219,244,378
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme12/Right/017021-R.jpg,rear,367,533,148,105
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme12/Right/017021-R.jpg,rear,372,468,47,39
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme12/Right/022586-R.jpg,rear,293,314,106,136
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme12/Right/022586-R.jpg,rear,370,419,31,28
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme12/Right/022586-R.jpg,rear,369,524,95,66
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme12/Right/023096-R.jpg,rear,374,193,89,63
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme12/Right/023096-R.jpg,rear,377,294,48,38
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme12/Right/023096-R.jpg,rear,379,336,21,22
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme12/Right/023096-R.jpg,rear,365,373,56,57
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme12/Right/023096-R.jpg,rear,377,441,25,24
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme12/Right/023096-R.jpg,rear,353,433,32,40
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme12/Right/023422-R.jpg,rear,100,744,446,385
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme12/Right/023422-R.jpg,rear,274,554,159,149
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme12/Right/023422-R.jpg,rear,322,456,54,79
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme12/Right/023422-R.jpg,rear,376,352,52,43
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme12/Right/023444-R.jpg,rear,228,586,245,208
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme12/Right/023444-R.jpg,rear,318,465,66,93
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme12/Right/023444-R.jpg,rear,380,349,52,38
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme12/Right/023455-R.jpg,rear,185,612,336,274
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme12/Right/023455-R.jpg,rear,311,470,73,101
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme12/Right/023455-R.jpg,rear,380,348,48,40
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme12/Right/023632-R.jpg,rear,228,676,241,227
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme12/Right/023632-R.jpg,rear,369,553,32,23
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme12/Right/023632-R.jpg,rear,369,512,29,23
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme12/Right/023632-R.jpg,rear,370,453,48,36
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme16/Left/021272-L.jpg,rear,286,216,188,181
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme16/Left/021272-L.jpg,rear,350,454,33,25
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme16/Left/022474-L.jpg,rear,366,184,60,40
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme16/Left/022474-L.jpg,rear,333,302,45,54
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme16/Left/022474-L.jpg,rear,363,323,40,36
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme16/Left/022474-L.jpg,rear,347,364,36,39
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme16/Left/022474-L.jpg,rear,356,403,45,41
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme16/Left/027334-L.jpg,rear,294,484,149,143
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme16/Left/027334-L.jpg,rear,353,265,62,49
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme16/Left/027334-L.jpg,rear,357,388,38,34
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme16/Left/027334-L.jpg,rear,361,360,19,16
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme16/Left/034228-L.jpg,rear,355,136,65,48
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme16/Left/034228-L.jpg,rear,355,271,46,40
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme16/Left/034228-L.jpg,rear,353,218,24,21
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme16/Left/035540-L.jpg,rear,304,699,432,327
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme16/Left/035540-L.jpg,rear,354,266,50,42
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme16/Left/035540-L.jpg,rear,359,347,33,28
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme16/Left/035540-L.jpg,rear,351,399,40,39
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme16/Left/035830-L.jpg,rear,345,-90,178,167
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme16/Left/035830-L.jpg,rear,351,296,35,32
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme16/Left/035830-L.jpg,rear,331,336,84,82
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme16/Left/035830-L.jpg,rear,353,441,31,24
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme16/Right/021548-R.jpg,rear,301,289,199,197
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme16/Right/021592-R.jpg,rear,291,450,237,227
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme16/Right/021592-R.jpg,rear,358,174,153,124
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme16/Right/021592-R.jpg,rear,368,366,42,37
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme16/Right/021592-R.jpg,rear,368,396,27,26
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme16/Right/027286-R.jpg,rear,307,95,177,160
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme16/Right/027286-R.jpg,rear,363,283,55,49
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme16/Right/027286-R.jpg,rear,375,350,27,21
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme16/Right/027286-R.jpg,rear,373,378,37,33
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme16/Right/027286-R.jpg,rear,375,435,20,18
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme16/Right/027286-R.jpg,rear,367,467,55,49
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme16/Right/027878-R.jpg,rear,340,608,244,184
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme16/Right/027878-R.jpg,rear,371,122,137,89
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme16/Right/027878-R.jpg,rear,362,371,88,85
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme16/Right/027878-R.jpg,rear,358,318,47,49
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme16/Right/027878-R.jpg,rear,373,464,42,37
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme17/Left/010071-L.jpg,rear,339,607,99,75
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme17/Left/010071-L.jpg,rear,344,734,73,43
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme17/Left/010071-L.jpg,rear,304,856,88,70
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme17/Left/010097-L.jpg,rear,299,860,84,68
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme17/Left/010097-L.jpg,rear,338,747,72,45
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme17/Left/010097-L.jpg,rear,335,616,99,69
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme17/Left/010896-L.jpg,rear,354,131,100,68
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme17/Left/010896-L.jpg,rear,354,335,77,65
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme17/Left/010896-L.jpg,rear,338,277,31,41
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme17/Left/010896-L.jpg,rear,319,359,44,63
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme17/Left/025669-L.jpg,rear,355,190,94,67
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme17/Left/025669-L.jpg,rear,331,386,109,106
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme17/Left/025669-L.jpg,rear,357,529,59,51
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme17/Left/026070-L.jpg,rear,222,45,201,205
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme17/Left/026070-L.jpg,rear,321,366,111,119
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme17/Left/026070-L.jpg,rear,354,315,37,29
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme17/Left/026337-L.jpg,rear,325,384,98,104
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme17/Left/026337-L.jpg,rear,335,484,77,68
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme17/Left/026337-L.jpg,rear,331,369,27,39
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme17/Left/026337-L.jpg,rear,340,39,55,38
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme17/Left/026792-L.jpg,rear,350,537,89,63
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme17/Left/026792-L.jpg,rear,327,399,94,102
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme17/Left/026792-L.jpg,rear,353,321,69,50
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme17/Left/026792-L.jpg,rear,326,349,39,52
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme17/Left/026792-L.jpg,rear,354,483,32,30
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme17/Left/027116-L.jpg,rear,342,54,153,110
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme17/Left/027116-L.jpg,rear,289,338,95,91
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme17/Left/027116-L.jpg,rear,314,440,135,144
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme17/Left/027116-L.jpg,rear,293,844,371,314
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme17/Right/010432-R.jpg,rear,365,-159,250,180
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme17/Right/010432-R.jpg,rear,370,180,109,74
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme17/Right/010432-R.jpg,rear,370,295,82,56
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme17/Right/010432-R.jpg,rear,359,371,111,95
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme17/Right/010432-R.jpg,rear,371,510,49,37
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme17/Right/010432-R.jpg,rear,343,595,45,48
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme17/Right/010475-R.jpg,rear,366,-22,174,123
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme17/Right/010475-R.jpg,rear,366,206,110,67
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme17/Right/010475-R.jpg,rear,361,341,76,50
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme17/Right/010475-R.jpg,rear,357,420,99,77
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme17/Right/010475-R.jpg,rear,364,509,44,32
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme17/Right/010475-R.jpg,rear,337,569,38,50
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme17/Right/010475-R.jpg,rear,354,609,20,24
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme17/Right/010761-R.jpg,rear,367,13,249,172
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme17/Right/010761-R.jpg,rear,358,662,140,104
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme17/Right/010761-R.jpg,rear,373,581,63,48
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme17/Right/010761-R.jpg,rear,354,545,30,43
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme17/Right/010761-R.jpg,rear,377,258,41,41
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme17/Right/010761-R.jpg,rear,379,294,55,44
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme17/Right/010761-R.jpg,rear,379,357,39,31
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme17/Right/010761-R.jpg,rear,331,381,58,73
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme17/Right/025417-R.jpg,rear,338,680,52,58
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme17/Right/025417-R.jpg,rear,376,611,93,70
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme17/Right/025417-R.jpg,rear,360,472,68,67
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme17/Right/025417-R.jpg,rear,367,546,40,29
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme17/Right/025550-R.jpg,rear,350,696,285,184
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme17/Right/025550-R.jpg,rear,372,198,126,73
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme17/Right/025550-R.jpg,rear,336,417,111,119
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme17/Right/025550-R.jpg,rear,360,606,66,59
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme17/Right/025550-R.jpg,rear,312,645,42,63
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme17/Right/025761-R.jpg,rear,361,537,150,109
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme17/Right/025761-R.jpg,rear,339,222,119,128
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme17/Right/025761-R.jpg,rear,372,-6,143,101
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme17/Right/025761-R.jpg,rear,370,162,31,27
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme17/Right/025761-R.jpg,rear,323,314,82,75
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme17/Right/025875-R.jpg,rear,372,-5,172,112
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme17/Right/025875-R.jpg,rear,347,292,98,102
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme17/Right/025875-R.jpg,rear,369,275,50,42
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme17/Right/025875-R.jpg,rear,317,393,78,88
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme17/Right/025875-R.jpg,rear,345,749,408,286
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme17/Right/026586-R.jpg,rear,362,646,220,141
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme17/Right/026586-R.jpg,rear,354,312,85,89
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme17/Right/026586-R.jpg,rear,376,398,36,32
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme17/Right/026586-R.jpg,rear,352,437,29,42
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme17/Right/026586-R.jpg,rear,369,506,44,38
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme17/Right/026904-R.jpg,rear,348,265,93,93
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme17/Right/026904-R.jpg,rear,370,371,46,37
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme17/Right/026904-R.jpg,rear,369,449,39,35
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme17/Right/026904-R.jpg,rear,336,437,37,55
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme18/Left/010028-L.jpg,rear,163,-52,274,304
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme18/Left/010028-L.jpg,rear,352,555,115,78
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme18/Left/010028-L.jpg,rear,360,481,40,29
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme18/Left/010028-L.jpg,rear,347,382,52,53
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme18/Left/010028-L.jpg,rear,341,300,55,53
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme18/Left/010028-L.jpg,rear,330,355,33,49
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme18/Left/010028-L.jpg,rear,348,447,32,32
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme18/Left/010049-L.jpg,rear,126,-115,302,376
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme18/Left/010049-L.jpg,rear,327,291,58,57
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme18/Left/010049-L.jpg,rear,320,350,36,49
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme18/Left/010049-L.jpg,rear,339,376,52,51
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme18/Left/010049-L.jpg,rear,344,541,100,71
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme18/Left/010049-L.jpg,rear,350,473,39,30
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme18/Left/010049-L.jpg,rear,336,444,33,35
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme18/Left/013672-L.jpg,rear,347,540,142,93
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme18/Left/013672-L.jpg,rear,349,487,45,41
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme18/Left/013672-L.jpg,rear,351,458,28,26
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme18/Left/013672-L.jpg,rear,358,326,36,25
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme18/Left/013672-L.jpg,rear,345,377,48,47
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme18/Left/013672-L.jpg,rear,336,328,26,36
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme18/Left/013975-L.jpg,rear,318,331,41,58
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme18/Left/013975-L.jpg,rear,325,305,36,51
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme18/Left/013975-L.jpg,rear,354,255,67,48
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme18/Left/013975-L.jpg,rear,347,375,45,39
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme18/Left/013975-L.jpg,rear,347,416,51,49
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme18/Left/013975-L.jpg,rear,350,462,29,26
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme18/Left/013975-L.jpg,rear,349,512,85,61
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme18/Left/014375-L.jpg,rear,275,-1,146,120
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme18/Left/014375-L.jpg,rear,316,30,132,108
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme18/Left/014375-L.jpg,rear,311,179,76,82
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme18/Left/014375-L.jpg,rear,346,305,59,57
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme18/Left/014375-L.jpg,rear,346,297,39,38
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme18/Left/014375-L.jpg,rear,356,421,45,35
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme18/Left/014375-L.jpg,rear,244,473,415,389
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme18/Right/009819-R.jpg,rear,371,198,82,57
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme18/Right/009819-R.jpg,rear,357,312,41,42
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme18/Right/009819-R.jpg,rear,360,373,50,46
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme18/Right/009819-R.jpg,rear,309,472,83,101
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme18/Right/009819-R.jpg,rear,356,435,30,33
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme18/Right/010276-R.jpg,rear,379,220,68,48
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme18/Right/010276-R.jpg,rear,339,362,81,89
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme18/Right/010276-R.jpg,rear,379,322,34,25
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme18/Right/010276-R.jpg,rear,327,450,56,76
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme18/Right/010276-R.jpg,rear,370,513,32,29
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme18/Right/010276-R.jpg,rear,334,544,97,78
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme18/Right/010276-R.jpg,rear,373,788,78,42
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme18/Right/010633-R.jpg,rear,372,198,83,62
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme18/Right/010633-R.jpg,rear,383,323,27,24
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme18/Right/010633-R.jpg,rear,332,347,116,120
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme18/Right/010633-R.jpg,rear,296,463,98,126
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme18/Right/010633-R.jpg,rear,300,589,164,138
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme18/Right/010633-R.jpg,rear,-48,692,921,789
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme18/Right/013838-R.jpg,rear,375,291,106,77
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme18/Right/013838-R.jpg,rear,366,402,50,48
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme18/Right/013838-R.jpg,rear,374,473,43,33
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme18/Right/013838-R.jpg,rear,373,281,57,51
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme18/Right/013838-R.jpg,rear,347,490,33,45
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme18/Right/014200-R.jpg,rear,354,726,155,99
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme18/Right/014200-R.jpg,rear,305,679,128,105
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme18/Right/014200-R.jpg,rear,276,486,107,144
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme18/Right/014200-R.jpg,rear,373,271,49,33
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme18/Right/014200-R.jpg,rear,366,347,54,51
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme18/Right/014200-R.jpg,rear,365,392,36,36
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme18/Right/014200-R.jpg,rear,369,456,43,41
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme18/Right/014200-R.jpg,rear,356,446,46,47
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme18/Right/014524-R.jpg,rear,318,220,206,212
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme18/Right/014524-R.jpg,rear,298,681,171,142
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme18/Right/014524-R.jpg,rear,367,564,49,39
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme18/Right/014524-R.jpg,rear,368,453,54,50
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme20/Right/013354-R.jpg,rear,368,165,96,71
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme20/Right/013354-R.jpg,rear,369,307,45,35
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme20/Right/013354-R.jpg,rear,372,352,19,20
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme20/Right/013354-R.jpg,rear,369,388,30,29
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme20/Right/013354-R.jpg,rear,341,432,44,48
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme20/Right/013354-R.jpg,rear,371,464,31,25
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme20/Right/013354-R.jpg,rear,369,490,62,45
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme20/Right/013354-R.jpg,rear,362,617,155,102
./dlib_front_and_rear_vehicles_v1\normal_rgb_images/tme32/Left/005178-L.jpg,rear,342,372,68,61
